"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"63770099","2025-01-14T22:51:11.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10458","2366 GRAND CONCOURSE","GRAND CONCOURSE",,,,,"ADDRESS","BRONX",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","05 BRONX","2031590042","BRONX","1012201","252284","ONLINE","Unspecified","BRONX",,,,,,,,"40.85909184027221","-73.89895490676048","
,  
(40.85909184027221, -73.89895490676048)"
"63770526","2025-01-14T22:50:54.000","2025-01-14T23:09:17.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11435","97-17 147 PLACE","147 PLACE","97 AVENUE","LIBERTY AVENUE","97 AVENUE","LIBERTY AVENUE","ADDRESS","JAMAICA","147 PLACE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T23:09:19.000","12 QUEENS","4100320130","QUEENS","1038363","193412","PHONE","Unspecified","QUEENS",,,,,,,,"40.69738258811074","-73.80485156251152","
,  
(40.69738258811074, -73.80485156251152)"
"63760531","2025-01-14T22:50:41.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11220","863 55 STREET","55 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","BROOKLYN","55 STREET",,"In Progress",,,"2025-01-15T02:05:02.000","12 BROOKLYN","3056720055","BROOKLYN","982776","171547","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.63753335648965","-74.00531093402228","
,  
(40.63753335648965, -74.00531093402228)"
"63770473","2025-01-14T22:50:38.000","2025-01-14T23:42:15.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11217","75 SOUTH PORTLAND AVENUE","SOUTH PORTLAND AVENUE","DEKALB AVENUE","LAFAYETTE AVENUE","DEKALB AVENUE","LAFAYETTE AVENUE","ADDRESS","BROOKLYN","SOUTH PORTLAND AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T23:42:20.000","02 BROOKLYN","3021000080","BROOKLYN","991273","189777","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.687568011143746","-73.97467660939424","
,  
(40.687568011143746, -73.97467660939424)"
"63766715","2025-01-14T22:50:14.000",,"DPR","Department of Parks and Recreation","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","Street","11217","100 LAFAYETTE AVENUE","LAFAYETTE AVENUE","SOUTH PORTLAND AVENUE","SOUTH OXFORD STREET","SOUTH PORTLAND AVENUE","SOUTH OXFORD STREET","ADDRESS","BROOKLYN","LAFAYETTE AVENUE",,"In Progress",,,,"02 BROOKLYN","3021170018","BROOKLYN","991519","189671","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68727686684805","-73.97378970201133","
,  
(40.68727686684805, -73.97378970201133)"
"63765527","2025-01-14T22:50:10.000",,"NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11373","92-02 CORONA AVENUE","CORONA AVENUE","92 STREET","93 STREET","92 STREET","93 STREET","ADDRESS","ELMHURST","CORONA AVENUE",,"In Progress",,,,"04 QUEENS","4018620001","QUEENS","1019659","209793","ONLINE","Unspecified","QUEENS",,,,,,,,"40.742439043264866","-73.87221775214613","
,  
(40.742439043264866, -73.87221775214613)"
"63762912","2025-01-14T22:50:06.000","2025-01-14T23:19:12.000","NYPD","New York City Police Department","Noise - Commercial","Banging/Pounding","Store/Commercial","10013","40 CROSBY STREET","CROSBY STREET","GRAND STREET","BROOME STREET","GRAND STREET","BROOME STREET","ADDRESS","NEW YORK","CROSBY STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T23:19:16.000","02 MANHATTAN","1004730010","MANHATTAN","984500","202087","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72135884748572","-73.9990980980475","
,  
(40.72135884748572, -73.9990980980475)"
"63767600","2025-01-14T22:50:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: air condition/ventilation equipment (NV1)",,"10022","209 EAST   56 STREET","EAST   56 STREET","3 AVE","2 AVE",,,"ADDRESS","NEW YORK",,"N/A","Open",,,,"06 MANHATTAN","1013300007","MANHATTAN","993233","215948","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.759399286450055","-73.96757435027513","
,  
(40.759399286450055, -73.96757435027513)"
"63769676","2025-01-14T22:49:37.000","2025-01-15T00:03:14.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10032","80 HAVEN AVENUE","HAVEN AVENUE","WEST  170 STREET","WEST  171 STREET","WEST  170 STREET","WEST  171 STREET","ADDRESS","NEW YORK","HAVEN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:03:20.000","12 MANHATTAN","1021390221","MANHATTAN","1000116","246794","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.84405341242133","-73.94265612025615","
,  
(40.84405341242133, -73.94265612025615)"
"63769780","2025-01-14T22:49:25.000","2025-01-14T23:40:45.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10452","939 WOODYCREST AVENUE","WOODYCREST AVENUE","EAST  161 STREET","WEST  162 STREET","EAST  161 STREET","WEST  162 STREET","ADDRESS","BRONX","WOODYCREST AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T23:40:49.000","04 BRONX","2025110022","BRONX","1003829","242050","MOBILE","Unspecified","BRONX",,,,,,,,"40.8310250603732","-73.9292502193813","
,  
(40.8310250603732, -73.9292502193813)"
"63762730","2025-01-14T22:49:09.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10027","267 WEST  126 STREET","WEST  126 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADDRESS","NEW YORK","WEST  126 STREET",,"In Progress",,,"2025-01-15T01:31:23.000","10 MANHATTAN","1019327501","MANHATTAN","998194","234535","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.81040920426253","-73.94962820841357","
,  
(40.81040920426253, -73.94962820841357)"
"63764935","2025-01-14T22:49:06.000","2025-01-15T00:16:11.000","NYPD","New York City Police Department","Illegal Parking","Overnight Commercial Storage","Street/Sidewalk","11201","WASHINGTON STREET","WASHINGTON STREET","WASHINGTON STREET","YORK STREET","WASHINGTON STREET","YORK STREET","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:16:15.000","02 BROOKLYN",,"BROOKLYN","987112","194899","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.701629037412125","-73.98967808210146","
,  
(40.701629037412125, -73.98967808210146)"
"63764256","2025-01-14T22:48:59.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Crosswalk","Street/Sidewalk","11417","94-34 133 AVENUE","133 AVENUE","CROSS BAY BOULEVARD","96 STREET","CROSS BAY BOULEVARD","96 STREET","ADDRESS","OZONE PARK","133 AVENUE",,"In Progress",,,,"10 QUEENS","4114910016","QUEENS","1027996","185442","MOBILE","Unspecified","QUEENS",,,,,,,,"40.67556411828464","-73.84228987086455","
,  
(40.67556411828464, -73.84228987086455)"
"63764771","2025-01-14T22:48:29.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10460","816 EAST  175 STREET","EAST  175 STREET","PROSPECT AVENUE","MARMION AVENUE","PROSPECT AVENUE","MARMION AVENUE","ADDRESS","BRONX","EAST  175 STREET",,"In Progress",,,"2025-01-15T02:28:25.000","06 BRONX","2029520153","BRONX","1014629","245668","ONLINE","Unspecified","BRONX",,,,,,,,"40.840924871056146","-73.89020747953732","
,  
(40.840924871056146, -73.89020747953732)"
"63764571","2025-01-14T22:48:22.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10466","730 EAST  236 STREET","EAST  236 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","12 BRONX","2049990068","BRONX","1024355","265466","ONLINE","Unspecified","BRONX",,,,,,,,"40.89522545852203","-73.85493838071939","
,  
(40.89522545852203, -73.85493838071939)"
"63760820","2025-01-14T22:48:22.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10466","730 EAST  236 STREET","EAST  236 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","12 BRONX","2049990068","BRONX","1024355","265466","ONLINE","Unspecified","BRONX",,,,,,,,"40.89522545852203","-73.85493838071939","
,  
(40.89522545852203, -73.85493838071939)"
"63762491","2025-01-14T22:48:10.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","BASIN/SINK","RESIDENTIAL BUILDING","11207","736 DUMONT AVENUE","DUMONT AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","05 BROOKLYN","3038090023","BROOKLYN","1014374","182206","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66673886464153","-73.89141338652692","
,  
(40.66673886464153, -73.89141338652692)"
"63766495","2025-01-14T22:48:10.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","WATER SUPPLY","RESIDENTIAL BUILDING","11207","736 DUMONT AVENUE","DUMONT AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","05 BROOKLYN","3038090023","BROOKLYN","1014374","182206","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66673886464153","-73.89141338652692","
,  
(40.66673886464153, -73.89141338652692)"
"63764466","2025-01-14T22:48:09.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","11207","736 DUMONT AVENUE","DUMONT AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","05 BROOKLYN","3038090023","BROOKLYN","1014374","182206","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66673886464153","-73.89141338652692","
,  
(40.66673886464153, -73.89141338652692)"
"63769164","2025-01-14T22:48:09.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","BATHTUB/SHOWER","RESIDENTIAL BUILDING","11207","736 DUMONT AVENUE","DUMONT AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","05 BROOKLYN","3038090023","BROOKLYN","1014374","182206","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66673886464153","-73.89141338652692","
,  
(40.66673886464153, -73.89141338652692)"
"63769258","2025-01-14T22:48:09.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","RADIATOR","RESIDENTIAL BUILDING","11207","736 DUMONT AVENUE","DUMONT AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","05 BROOKLYN","3038090023","BROOKLYN","1014374","182206","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66673886464153","-73.89141338652692","
,  
(40.66673886464153, -73.89141338652692)"
"63762424","2025-01-14T22:48:09.000",,"HPD","Department of Housing Preservation and Development","PAINT/PLASTER","CEILING","RESIDENTIAL BUILDING","11207","736 DUMONT AVENUE","DUMONT AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","05 BROOKLYN","3038090023","BROOKLYN","1014374","182206","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66673886464153","-73.89141338652692","
,  
(40.66673886464153, -73.89141338652692)"
"63767305","2025-01-14T22:48:07.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10467","3447 DEKALB AVENUE","DEKALB AVENUE",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","07 BRONX","2033270126","BRONX","1017002","260352","ONLINE","Unspecified","BRONX",,,,,,,,"40.881219508125994","-73.88155949257536","
,  
(40.881219508125994, -73.88155949257536)"
"63761076","2025-01-14T22:48:07.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11211","394 HOOPER STREET","HOOPER STREET",,,,,"ADDRESS","BROOKLYN",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","01 BROOKLYN","3024130001","BROOKLYN","997511","197952","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.70999932791064","-73.9521676632398","
,  
(40.70999932791064, -73.9521676632398)"
"63765742","2025-01-14T22:47:31.000","2025-01-14T23:22:30.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10031","547 WEST  142 STREET","WEST  142 STREET","HAMILTON PLACE","BROADWAY","HAMILTON PLACE","BROADWAY","ADDRESS","NEW YORK","WEST  142 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T23:22:33.000","09 MANHATTAN","1020740001","MANHATTAN","997911","239491","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.82401247318397","-73.950640439093","
,  
(40.82401247318397, -73.950640439093)"
"63764918","2025-01-14T22:47:26.000","2025-01-14T23:23:47.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11235","2785 OCEAN PARKWAY","OCEAN PARKWAY","SHORE PARKWAY","WEST AVENUE","SHORE PARKWAY","WEST AVENUE","ADDRESS","BROOKLYN","OCEAN PARKWAY",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-01-14T23:23:49.000","13 BROOKLYN","3072600020","BROOKLYN","993347","151254","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.581828694142374","-73.96725015535118","
,  
(40.581828694142374, -73.96725015535118)"
"63767522","2025-01-14T22:47:22.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11421","79-09 ROCKAWAY BOULEVARD","ROCKAWAY BOULEVARD","79 STREET","80 STREET","79 STREET","80 STREET","ADDRESS","WOODHAVEN","ROCKAWAY BOULEVARD",,"In Progress",,,"2025-01-15T01:53:24.000","09 QUEENS","4089590084","QUEENS","1022725","188835","PHONE","Unspecified","QUEENS",,,,,,,,"40.68490160020952","-73.86127311863983","
,  
(40.68490160020952, -73.86127311863983)"
"63766886","2025-01-14T22:47:00.000",,"DEP","Department of Environmental Protection","Water System","Hydrant Running Full (WA4)",,"10454","425 EAST  135 STREET","EAST  135 STREET","WILLIS AVENUE BRDG","MAJOR DEEGAN EXPWY ET 2  NB",,,"ADDRESS","BRONX",,,"Open",,,,"01 BRONX","2022800068","BRONX","1005449","233233","MOBILE","Unspecified","BRONX",,,,,,,,"40.80682114646801","-73.92342411624085","
,  
(40.80682114646801, -73.92342411624085)"
"63762643","2025-01-14T22:47:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"11413","228-01 147 AVENUE","147 AVENUE","228 ST","229 ST",,,"ADDRESS","SPRINGFIELD GARDENS",,"N/A","Started",,"The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.","2025-01-14T22:48:00.000","13 QUEENS","4134620024","QUEENS","1052555","179171","ONLINE","Unspecified","QUEENS",,,,,,,,"40.65819625684163","-73.75381533984441","
,  
(40.65819625684163, -73.75381533984441)"
"63767955","2025-01-14T22:47:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10013","480 BROADWAY","BROADWAY","GRAND ST","BROOME ST",,,"ADDRESS","NEW YORK",,"N/A","Open",,,,"02 MANHATTAN","1004730010","MANHATTAN","984224","202135","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72149059939244","-74.0000937979885","
,  
(40.72149059939244, -74.0000937979885)"
"63762908","2025-01-14T22:47:00.000",,"DEP","Department of Environmental Protection","Water System","Hydrant Running Full (WA4)",,"10454","425 EAST  135 STREET","EAST  135 STREET","WILLIS AVENUE BRDG","MAJOR DEEGAN EXPWY ET 2  NB",,,"ADDRESS","BRONX",,,"Open",,,,"01 BRONX","2022800068","BRONX","1005449","233233","MOBILE","Unspecified","BRONX",,,,,,,,"40.80682114646801","-73.92342411624085","
,  
(40.80682114646801, -73.92342411624085)"
"63766329","2025-01-14T22:46:52.000","2025-01-14T22:49:31.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11364","219-51 75 AVENUE","75 AVENUE","74 AVENUE","220 STREET","74 AVENUE","220 STREET","ADDRESS","OAKLAND GARDENS","75 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-01-14T22:49:33.000","11 QUEENS","4077550003","QUEENS","1052449","208596","ONLINE","Unspecified","QUEENS",,,,,,,,"40.73896151277872","-73.75389943085551","
,  
(40.73896151277872, -73.75389943085551)"
"63762758","2025-01-14T22:46:32.000",,"DSNY","Department of Sanitation","Obstruction","Cone","Street","11420","109-37 126 STREET","126 STREET","109 AVENUE","HAWTREE CREEK ROAD","109 AVENUE","HAWTREE CREEK ROAD","ADDRESS","SOUTH OZONE PARK","126 STREET",,"In Progress",,,,"10 QUEENS","4116070050","QUEENS","1035316","188428","ONLINE","Unspecified","QUEENS",,,,,,,,"40.68372079374445","-73.81587774567967","
,  
(40.68372079374445, -73.81587774567967)"
"63762809","2025-01-14T22:46:20.000",,"NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11238","FULTON STREET","FULTON STREET","FULTON STREET","VANDERBILT AVENUE","FULTON STREET","VANDERBILT AVENUE","INTERSECTION",,,,"In Progress",,,"2025-01-15T01:48:37.000","02 BROOKLYN",,"BROOKLYN","993136","188378","ONLINE","Unspecified","BROOKLYN","Car",,,,,,,"40.68372640202863","-73.96796088745485","
,  
(40.68372640202863, -73.96796088745485)"
"63770549","2025-01-14T22:46:06.000","2025-01-15T00:15:18.000","NYPD","New York City Police Department","Illegal Parking","Overnight Commercial Storage","Street/Sidewalk","11201","103 WASHINGTON STREET","WASHINGTON STREET","BROOKLYN QUEENS EP EB ET   28 B","PROSPECT STREET","BROOKLYN QUEENS EP EB ET   28 B","PROSPECT STREET","ADDRESS","BROOKLYN","WASHINGTON STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:15:21.000","02 BROOKLYN",,"BROOKLYN","987107","194711","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70111302305257","-73.98969619455666","
,  
(40.70111302305257, -73.98969619455666)"
"63769632","2025-01-14T22:46:03.000",,"DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Human Feces","3+ Family Apt. Building","10031","620 WEST  149 STREET","WEST  149 STREET","BROADWAY","RIVERSIDE DRIVE","BROADWAY","RIVERSIDE DRIVE","ADDRESS","NEW YORK","WEST  149 STREET",,"In Progress",,,,"09 MANHATTAN","1020950046","MANHATTAN","998337","241373","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.82917735694259","-73.94909727612125","
,  
(40.82917735694259, -73.94909727612125)"
"63768099","2025-01-14T22:46:03.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11235","2465 EAST   13 STREET","EAST   13 STREET","SHEEPSHEAD BAY ROAD","SHEEPSHEAD BAY ROAD","SHEEPSHEAD BAY ROAD","SHEEPSHEAD BAY ROAD","ADDRESS","BROOKLYN","EAST   13 STREET",,"In Progress",,,,"15 BROOKLYN","3074150049","BROOKLYN","996279","154380","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.59040544742213","-73.95668918484718","
,  
(40.59040544742213, -73.95668918484718)"
"63760406","2025-01-14T22:45:59.000","2025-01-15T00:47:49.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11249","103 NORTH   10 STREET","NORTH   10 STREET","WYTHE AVENUE","BERRY STREET","WYTHE AVENUE","BERRY STREET","ADDRESS","BROOKLYN","NORTH   10 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:47:55.000","01 BROOKLYN","3022967501","BROOKLYN","995947","201836","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.720662183580416","-73.95780225091474","
,  
(40.720662183580416, -73.95780225091474)"
"63768158","2025-01-14T22:45:55.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11204","6701 16 AVENUE","16 AVENUE","67 STREET","68 STREET","67 STREET","68 STREET","ADDRESS","BROOKLYN","16 AVENUE",,"In Progress",,,,"11 BROOKLYN","3055670005","BROOKLYN","985240","165352","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.62052945466614","-73.99643386346253","
,  
(40.62052945466614, -73.99643386346253)"
"63769678","2025-01-14T22:45:11.000",,"DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","3+ Family Apt. Building","11238","403 ST JOHNS PLACE","ST JOHNS PLACE","UNDERHILL AVENUE","WASHINGTON AVENUE","UNDERHILL AVENUE","WASHINGTON AVENUE","ADDRESS","BROOKLYN","ST JOHNS PLACE",,"In Progress",,,,"08 BROOKLYN","3011730067","BROOKLYN","994067","184816","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67394853569099","-73.96460928909723","
,  
(40.67394853569099, -73.96460928909723)"
"63765998","2025-01-14T22:45:06.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10460","1773 VYSE AVENUE","VYSE AVENUE",,,,,"ADDRESS","BRONX",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","03 BRONX","2029910091","BRONX","1015885","244342","MOBILE","Unspecified","BRONX",,,,,,,,"40.83728097949399","-73.88567443877004","
,  
(40.83728097949399, -73.88567443877004)"
"63764910","2025-01-14T22:45:02.000","2025-01-14T23:41:41.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11205","14 AUBURN PLACE","AUBURN PLACE","ST EDWARDS STREET","NORTH ELLIOTT PLACE","ST EDWARDS STREET","NORTH ELLIOTT PLACE","ADDRESS","BROOKLYN","AUBURN PLACE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T23:41:46.000","02 BROOKLYN","3020400001","BROOKLYN","990600","192236","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.694317907496355","-73.97710098115013","
,  
(40.694317907496355, -73.97710098115013)"
"63765488","2025-01-14T22:44:59.000",,"NYPD","New York City Police Department","Illegal Parking","Overnight Commercial Storage","Street/Sidewalk","11385","64-16 GATES AVENUE","GATES AVENUE","64 STREET","TRAFFIC AVENUE","64 STREET","TRAFFIC AVENUE","ADDRESS","RIDGEWOOD","GATES AVENUE",,"In Progress",,,"2025-01-15T02:42:22.000","05 QUEENS","4036160013","QUEENS","1013098","197845","ONLINE","Unspecified","QUEENS",,,,,,,,"40.70966854761898","-73.89594595736342","
,  
(40.70966854761898, -73.89594595736342)"
"63763130","2025-01-14T22:44:49.000",,"HPD","Department of Housing Preservation and Development","ELECTRIC","POWER OUTAGE","RESIDENTIAL BUILDING","10039","151 WEST  145 STREET","WEST  145 STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","10 MANHATTAN","1020140011","MANHATTAN","1001515","238408","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.821033636306225","-73.9376213528663","
,  
(40.821033636306225, -73.9376213528663)"
